71,50135,Character Education,103,Caring School Community (CSC),unknown,553,Concern for others,"Knowledge, attitudes, & values",,Grade 4: Cohort 1,False,294,149,145,3,3,2.01,2.06,1.3,1.23,,-0.039394085341736,-2,,0.735829078050563,,,False,,,Student
82,50391,Character Education,187,Lessons in Character,business as usual,84,Reading grades,Academic achievement,,Grade 4,False,140,70,70,2,2,2.95,2.66,0.88,0.99,0.31,0.307939406979959,12,,0.0687949541634993,,,False,,,Student
91,50142,Character Education,103,Caring School Community (CSC),None,611,Social competence,"Knowledge, attitudes, & values",,Grades 4–5,False,568,304,264,5,5,-0.06,-0.08,0.64,0.71,0.03,0.0296592438539904,1,,0.721639187836532,,,False,,,Student
94,50142,Character Education,103,Caring School Community (CSC),None,608,Sense of efficacy,"Knowledge, attitudes, & values",,Grades 3–6,False,1986,1086,900,5,5,0.19,0.13,0.67,0.73,0.09,0.0859486907792859,4,,0.0467730314303488,,,False,,,Student
11,50932,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,598,Positive attitudes towards nonviolence,"Knowledge, attitudes, & values",,Grades 9 - 12,False,302,151,151,,,3.78,3.52,0.79,0.78,0.33,0.330374773490602,13,,0.00443184636830818,,,True,,,Student
21,50937,Character Education,251,Too Good for Drugs (TGFD),Business as usual,600,Prosocial peers,"Knowledge, attitudes, & values",Follow-up,Grade 6,False,6,3,3,,,4.58,4.5,0.74,0.86,0.1,0.0797759447910766,4,,0.907293682850879,,,False,,,Student
42,50142,Character Education,103,Caring School Community (CSC),None,312,Use of alcohol,Behavior,,Grade 5-6,False,635,345,290,5,5,0.27,0.29,0.39,0.4,0.05,-0.0506245458376673,2,,0.530735130667511,,,False,,,Student
74,50135,Character Education,103,Caring School Community (CSC),unknown,615,Social understanding,"Knowledge, attitudes, & values",,Grade 4: Cohort 1,False,317,162,155,3,3,2.99,2.93,0.42,0.38,0.15,0.149290497175434,6,,0.182884782037679,,,False,,,Student
79,50135,Character Education,103,Caring School Community (CSC),unknown,623,Total self-esteem,"Knowledge, attitudes, & values",,Grade 4: Cohort 1,False,294,149,145,,,2.35,2.4,0.8,0.89,-0.06,-0.058978892280243,-2,,0.607398366211028,,,False,,,Student
83,50391,Character Education,187,Lessons in Character,business as usual,64,Mathematics grades,Academic achievement,,Grade 4,False,140,70,70,2,2,2.95,2.56,0.84,0.86,0.46,0.456293821338168,18,,0.00733254472895795,,,True,,,Student
84,50391,Character Education,187,Lessons in Character,business as usual,10,Attendance (absences),Academic achievement,,Grade 4,False,140,70,70,2,2,1.46,2.59,1.93,2.72,0.48,-0.476546819851544,18,,0.00519365403193151,,,True,,,Student
92,50142,Character Education,103,Caring School Community (CSC),None,568,General self-esteem,"Knowledge, attitudes, & values",,Grades 4–5,False,568,304,264,5,5,0.01,-0.02,0.99,1.01,0.03,0.0299799244820464,1,,0.721639187836532,,,False,,,Student
108,50129,Character Education,102,Building Decision Skills,None,606,Self-esteem,"Knowledge, attitudes, & values",,Grade 12,False,278,139,139,3,3,35.03,34.57,5.76,6.44,0.07,0.0750881847773515,3,,0.559986777574199,,,False,,,Student
148,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,952,Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Letter Naming Fluency subtest,Print knowledge,,4 year olds,False,254,129,125,8,9,23.63,24.76,14.94,14.72,-0.08,-0.0759588646255803,-3,,0.524430285278945,,,False,,,Student
161,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,319,Mullen Scales of Early Learning (MSEL): Visual Receptive Scale,Cognition,,3-year olds,False,165,103,62,,,42.32,42.66,3.54,4.04,-0.09,-0.0906122071406874,-4,,0.57630762492203,,,False,,,Student
187,51428,Beginning Reading,383,Corrective Reading,Business as usual,206,Test of Word Reading Efficiency (TOWRE): Sight Word Efficiency subtest,Alphabetics,,Grade 3,False,79,44,35,4,4,90.98,86.41,15,15,0.3,0.301689467969599,12,,0.18918857334741,,,False,,,Student
196,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1117,STAR Early Literacy test,Reading achievement,8 months,Kindergarten,False,,61,31,5,6,644.4,569.2,114.4,94.1,0.69,0.690107682576845,25,,0.00236245845314897,,,True,,,Student
197,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1117,STAR Early Literacy test,Reading achievement,8 months,Grade 1,False,,61,36,5,6,733.6,698,96.2,97.8,0.36,0.364885577501688,14,,0.0899583534844796,,,False,,,Student
10,50932,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,593,Perceptions of emotional competence,"Knowledge, attitudes, & values",,Grades 9 - 12,False,302,151,151,,,4.04,3.72,0.62,0.65,0.5,0.502535926359646,19,,1.91231859044683E-05,,,True,,,Student
30,50441,Character Education,204,Connect with Kids,None,266,Elementary school student survey: Part 1,Behavior,,Grades 3-5,False,24,13,11,13,11,3.92,3.75,0.61,0.63,0.27,0.265093053498453,11,,0.51640079171445,,,False,,,Student
38,50135,Character Education,103,Caring School Community (CSC),unknown,296,Social competence,Behavior,,Grade 4,False,295,149,146,3,3,1.66,1.62,0.46,0.47,0.09,0.0858056122904258,4,,0.44022588645672,,,False,,,Student
70,50135,Character Education,103,Caring School Community (CSC),unknown,558,Empathy,"Knowledge, attitudes, & values",,Grade 4: Cohort 1,False,256,166,90,3,3,1.69,1.67,0.47,0.56,,0.0396147589715478,2,,0.762418373557563,,,False,,,Student
80,50135,Character Education,103,Caring School Community (CSC),unknown,607,Sense of community,"Knowledge, attitudes, & values",,Grade 4,False,294,149,145,3,3,1.54,1.53,0.34,0.38,0.39,0.0276847237755978,15,,0.000935675753258813,,,True,,,Student
89,50142,Character Education,103,Caring School Community (CSC),None,553,Concern for others,"Knowledge, attitudes, & values",,Grades 4–5,False,568,304,264,5,5,0.02,-0.08,0.85,0.83,0.12,0.118781499089776,5,,0.154788465184185,,,False,,,Student
106,50129,Character Education,102,Building Decision Skills,None,562,Ethical responsibility,"Knowledge, attitudes, & values",,Grade 12,False,282,141,141,3,3,2.22,1.97,,,0.33,,13,,0.00596447041598303,,,True,,,Student
122,33592,Adolescent Literacy,464,Fast ForWord®,Business as usual,643,Clinical Evaluation of Language Fundamentals- Third Edition (CELF-3): Receptive Language,Literacy achievement,Posttest,grades 3-6,False,86,43,43,,,31.7,31.01,18.43,16.59,0.04,0.0389993699354483,2,,0.853300420318359,,,False,,,Student
151,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,917,Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Initial Sound Fluency subtest,Phonological processing,,4 year olds,False,254,129,125,8,9,11.03,9.58,8.24,6.48,0.2,0.194670888506323,8,,0.112287583412601,,,False,,,Student
152,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,943,Woodcock-Johnson III (WJ-III): Sound Awareness-Rhyming subtest,Phonological processing,,4 year olds,False,254,129,125,8,9,5.49,4.92,4.1,3.72,0.15,0.145062867123883,6,,0.233145554068754,,,False,,,Student
170,51186,Elementary School Mathematics,289,Houghton Mifflin Mathematics,Business as usual,818,SC PACT exam: percent at or above proficiency,General Mathematics Achievement,,Grades 3-5: South Carolina sample,False,128,80,48,4,4,34.3,32.1,,,,,0,,0.99999,,,False,,,Student
203,62458,Beginning Reading,1,Cooperative Integrated Reading and Composition® (CIRC®),Business as usual,1070,Iowa Test of Basic Skills (ITBS),Reading achievement,,Grades 3 and 4,False,320,153,167,10,10,-0.07,-0.09,1,1.02,0.02,0.0197456681683805,1,,0.858282780946136,,,False,,,Student
215,66848,Beginning Reading,464,Fast ForWord®,business as usual,173,Phonological Awareness Test (PAT): Isolation subtest,Alphabetics,,Grades K-3,False,376,238,138,,,93.6,91.3,18.2,17.5,0.13,0.127899722979369,5,,0.225320223523313,,,False,,,Student
13,50932,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,594,Perceptions of goal setting and decisionmaking skills,"Knowledge, attitudes, & values",,Grades 9 - 12,False,302,151,151,,,3.59,3.43,0.93,0.82,0.18,0.182040350678591,7,,0.118863966897881,,,False,,,Student
54,50142,Character Education,103,Caring School Community (CSC),None,309,Thrown objects at people,Behavior,,Grades 5–6,False,635,345,290,5,5,0.22,0.23,0.44,0.47,0.02,-0.0220031004534354,1,,0.801951132847878,,,False,,,Student
65,50391,Character Education,187,Lessons in Character,business as usual,609,Shaping the environment,"Knowledge, attitudes, & values",,Grade 4,False,372,210,162,11,10,3.04,2.7,,,0.24,,9,,0.0224158096701329,,,True,,,Student
69,50135,Character Education,103,Caring School Community (CSC),unknown,597,Perceptual benevolence,"Knowledge, attitudes, & values",,Grade 3: Cohort 1,False,256,166,90,3,3,1.79,1.75,0.19,0.24,0.17,0.190925797162751,7,,0.195224794724176,,,False,,,Student
86,50142,Character Education,103,Caring School Community (CSC),None,556,Democratic values,"Knowledge, attitudes, & values",,Grades 3–5,False,1265,683,582,5,5,0.13,0.03,0.57,0.57,0.18,0.175334396176543,7,,0.00156914207527292,,,True,,,Student
90,50142,Character Education,103,Caring School Community (CSC),None,559,Enjoyment of helping others learn others learn,"Knowledge, attitudes, & values",,Grades 4–5,False,568,304,264,5,5,-0.04,-0.08,0.85,0.85,0.05,0.0469964388760365,2,,0.552733003633122,,,False,,,Student
102,50142,Character Education,103,Caring School Community (CSC),None,102,SRA Achievement Series,Academic achievement,,Grades 2-6: West Coast district,False,1044,580,464,2,2,-1.52,-0.7,,,-0.04,,-2,,0.521221849099739,,,False,,,Student
128,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1549,STAR Reading Test,Comprehension,,Grade 3 - Grade 3,True,,89,89,,,389.5,336.8,139.6,198.3,0.31,0.306012284735698,12,,0.040098536630518,,,True,,,Student
143,51011,Character Education,190,Voices Literature and Character Education (Voices LACE),None,603,Relationship maturity (item rating score),"Knowledge, attitudes, & values",,Grades 6-7,False,98,50,48,,,2.09,2.06,0.18,0.15,0.16,0.179316662125394,6,,0.430412455393415,,,False,,,Student
145,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,881,Peabody Picture Vocabulary Test III (PPVT-III),Oral language,,4 year olds,False,254,129,125,8,9,56.73,56.59,16.13,13.82,0.01,0.0092821717834282,0,,0.936557134546595,,,False,,,Student
147,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,973,Woodcock-Johnson III (WJ-III): Letter-Word Identification subtest,Print knowledge,,4 year olds,False,254,129,125,8,9,13.59,12.94,5.7,5.06,0.12,0.120132428086389,5,,0.339922258882534,,,False,,,Student
164,50226,Elementary School Mathematics,289,Houghton Mifflin Mathematics,unknown,690,California Standardized Testing and Reporting (CA START) test: 2002 SAT9 mean scaled scores,General Mathematics Achievement,,Grade 2,False,297,160,137,8,8,592.52,586.12,,,,,0,,0.99999,,,False,,,Student
171,51186,Elementary School Mathematics,289,Houghton Mifflin Mathematics,Business as usual,689,California Achievement Test (CAT)/6 exam: Percent at or above proficiency,General Mathematics Achievement,,Grades 2-5: California sample,False,68,40,28,2,2,36.4,38.7,,,,,0,,0.99999,,,False,,,Student
14,50932,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,578,Intentions for marijuana (no intentions),"Knowledge, attitudes, & values",,Grades 9 - 12,False,196,98,98,,,,,,,0.47,,18,,0.00118890624654289,,,True,,,Student
20,50937,Character Education,251,Too Good for Drugs (TGFD),Business as usual,589,Peers disapprove use,"Knowledge, attitudes, & values",Follow-up,Grade 6,False,6,3,3,,,3.73,3.47,0.98,1.07,0.26,0.202731548478738,10,,0.763027272043158,,,False,,,Student
26,50933,Character Education,250,Too Good For Violence (TGFV),None,617,Student Protective Factor Survey- Total score,"Knowledge, attitudes, & values",20 week follow-up,Grade 3,False,998,499,499,,,3.89,3.7,0.44,0.41,0.4,0.446444122786106,16,,9.54073708925307E-10,,,True,,,Student
36,50135,Character Education,103,Caring School Community (CSC),unknown,272,Harmoniousness,Behavior,,Grades K–4,False,350,175,175,3,3,50.43,49.47,10,10,0.09,0.0957929547088426,4,,0.400529693175954,,,False,,,Student
56,50142,Character Education,103,Caring School Community (CSC),None,270,Had property damaged on purpose on purpose,Behavior,,Grades 5–6,False,635,345,290,5,5,0.44,0.56,0.52,0.56,0.22,-0.222523009026059,9,,0.0061084343092348,,,True,,,Student
62,50391,Character Education,187,Lessons in Character,business as usual,263,Citizenship grades,Behavior,,Grade 4,False,140,70,70,2,2,0.12,0.06,0.32,0.23,0.21,0.214145760011074,8,,0.216189505700654,,,False,,,Student
72,50135,Character Education,103,Caring School Community (CSC),unknown,552,Concern for equality,"Knowledge, attitudes, & values",,Grade 4: Cohort 1,False,294,149,145,3,3,3.19,2.92,1.19,1.36,,0.210944382065794,8,,0.0715843575459174,,,False,,,Student
75,50135,Character Education,103,Caring School Community (CSC),unknown,612,Social problem solving interview,"Knowledge, attitudes, & values",,Grade 1: Cohort 2,False,295,162,133,3,3,2.21,2.11,,,0.14,,6,,0.2324787426441,,,False,,,Student
76,50135,Character Education,103,Caring School Community (CSC),unknown,554,Conflict resolution interview,"Knowledge, attitudes, & values",,Kindergarten: Cohort 2,False,318,185,133,3,3,1.24,1.08,,,0.18,,7,,0.114400527058904,,,False,,,Student
77,50135,Character Education,103,Caring School Community (CSC),unknown,612,Social problem solving interview,"Knowledge, attitudes, & values",,Grades 1 and 3: Cohort 1,False,191,99,92,3,3,2.58,2.44,,,0.27,,11,,0.0637961071023047,,,False,,,Student
93,50142,Character Education,103,Caring School Community (CSC),None,555,Conflict resolution skills,"Knowledge, attitudes, & values",,Grades 3–6,False,1986,1086,900,5,5,0.3,0.07,1.04,1.04,0.22,0.221070234113712,9,,1.72122694863663E-06,,,True,,,Student
100,50142,Character Education,103,Caring School Community (CSC),None,56,Inductive reasoning,Academic achievement,,Grades 5–6,False,643,348,295,5,5,2,1.51,,,0.03,,1,,0.704905988865299,,,False,,,Student
109,50129,Character Education,102,Building Decision Skills,None,613,Social responsibility: General,"Knowledge, attitudes, & values",,Grade 12,False,282,141,141,3,3,26.52,26.16,3.18,4.13,0.09,0.0974119824966484,4,,0.450474952363908,,,False,,,Student
110,50129,Character Education,102,Building Decision Skills,None,614,Social responsibility: School,"Knowledge, attitudes, & values",,Grade 12,False,282,141,141,3,3,10.89,9.7,2.13,3.06,0.42,0.450174464113328,16,,0.000491587216095213,,,True,,,Student
3,50931,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,599,Positive attitudes towards non-violence,"Knowledge, attitudes, & values",,Grades 9 - 12,False,200,100,100,,,3.97,3.55,0.77,0.78,0.54,0.539868867321612,21,,0.000179389617958159,,,True,,,Student
4,50931,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,592,Perceptions of assertiveness/efficacy skills,"Knowledge, attitudes, & values",,Grades 9 - 12,False,200,100,100,,,4.17,3.98,0.72,0.73,0.26,0.261068816607208,10,,0.0674825146728908,,,False,,,Student
6,50931,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,578,Intentions for marijuana (no intentions),"Knowledge, attitudes, & values",,Grades 9 - 12,False,138,69,69,,,,,,,0.44,,17,,0.0108006467139417,,,True,,,Student
24,50933,Character Education,250,Too Good For Violence (TGFV),None,307,Teacher checklist of Student Behaviors- Total score,Behavior,20 week follow-up,Grade 3,False,998,499,499,,,4.17,3.86,0.16,0.82,0.47,0.524350571901239,18,,1.1829426327381E-12,,,True,,,Student
32,50441,Character Education,204,Connect with Kids,None,280,Middle/high school student survey: Part 1,Behavior,,Grades 7-12,False,22,11,11,11,11,3.84,3.37,0.79,0.68,0.61,0.613457515550211,23,,0.167263949185478,,,False,,,Student
40,50390,Character Education,187,Lessons in Character,unknown,580,Moral development,"Knowledge, attitudes, & values",ANCOVA,Grade 5,False,61,31,30,9,6,2.2,2.17,0.29,0.27,0.11,0.105643833564102,4,,0.669093510217573,,,False,,,Student
41,50142,Character Education,103,Caring School Community (CSC),None,250,Altruistic behavior,Behavior,,Grade 3-6,False,1986,1086,900,5,5,0.04,-0.03,0.63,0.66,0.11,0.108693884668358,4,,0.0152546267811675,,,False,,,Student
43,50142,Character Education,103,Caring School Community (CSC),None,314,Use of marijuana,Behavior,,Grade 5-6,False,635,345,290,5,5,0.04,0.07,0.22,0.28,0.12,-0.120246371435126,5,,0.1330499818734,,,False,,,Student
46,50142,Character Education,103,Caring School Community (CSC),None,295,Skipped school,Behavior,,Grade 5-6,False,635,345,290,5,5,0.16,0.15,0.38,0.37,-0.03,0.0266018962481059,-1,,0.706761170645008,,,False,,,Student
47,50142,Character Education,103,Caring School Community (CSC),None,265,Damaged property on purpose,Behavior,,Grade 5-6,False,635,345,290,5,5,0.23,0.27,0.45,0.45,0.09,-0.0887835286887045,4,,0.259503944700414,,,False,,,Student
60,50142,Character Education,103,Caring School Community (CSC),None,256,Been physically attacked,Behavior,,Grades 5–6,False,635,345,290,5,5,0.28,0.34,0.47,0.53,0.12,-0.120268977231959,5,,0.1330499818734,,,False,,,Student
73,50135,Character Education,103,Caring School Community (CSC),unknown,583,Motive to help others learn,"Knowledge, attitudes, & values",,Grade 4: Cohort 1,False,294,149,145,3,3,2.62,2.64,0.92,0.92,,-0.0216832457807086,-1,,0.852669128733229,,,False,,,Student
87,50142,Character Education,103,Caring School Community (CSC),None,549,Acceptance of outgroups,"Knowledge, attitudes, & values",,Grades 3–5,False,1265,683,582,5,5,0.04,0,0.42,0.47,0.09,0.090097226300118,4,,0.111676094342007,,,False,,,Student
95,50142,Character Education,103,Caring School Community (CSC),None,607,Sense of community,"Knowledge, attitudes, & values",,Grades 3–6,False,1986,1086,900,5,5,0.09,-0.2,0.62,0.59,0.48,0.477901558259728,18,,0,,,True,,,Student
137,50374,Character Education,186,Facing History and Ourselves,business as usual,582,Moral reasoning (P score),"Knowledge, attitudes, & values",,Grade 8,False,211,100,111,,,23,24.2,12.5,12.6,-0.1,-0.0952532667081823,-4,,0.4690728108344,,,False,,,Student
159,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,877,Mullen Scales of Early Learning (MSEL): Receptive Language Scale,Oral language,,4-year olds,False,147,100,47,,,43.1,42.58,4.32,3.78,0.06,0.124463188544526,2,,0.734896167692796,,,False,,,Student
173,51211,Elementary School Mathematics,305,Progress in Mathematics © 2006,Business as usual,847,TerraNova Mathematics Test,General Mathematics Achievement,,Grade 1,False,186,96,90,4,4,40.62,37.7,4.3,5.8,0.57,0.572328518166078,22,,0.000142471394014354,,,True,,,Student
176,50000,Middle School Math,35,The Expert Mathematician,Transition Mathematics,789,Objectives by Strand,General Mathematics Achievement,,Grade 8,False,70,35,35,,,45.1,40.8,12.03,12.41,0.35,0.347944730809632,14,,0.147692879321419,,,False,,,Student
182,51238,Beginning Reading,215,Little Books,Business as usual,1083,Metropolitan Reading Readiness Test,Reading achievement,End of Kindergarten,Kindergarten Students,False,165,83,82,,,41.93,37.91,13.2,12.25,0.31,0.314167043197158,12,,0.0481445670873093,,,False,,,Student
184,51238,Beginning Reading,215,Little Books,Business as usual,1083,Metropolitan Reading Readiness Test,Reading achievement,End of Kindergarten,Kindergarten Students,False,157,75,82,,,42.17,37.91,14.44,12.25,0.32,0.317781400584402,13,,0.0469309800576762,,,False,,,Student
210,51212,Beginning Reading,241,Early Intervention in Reading (EIR)®,Business as usual,194,Segmentation and blending,Alphabetics,,Grade 1,False,56,29,27,6,6,14.3,10.41,4.09,5.41,0.8,0.803905134279249,29,,0.00415009093607377,,,True,,,Student
252,23167,Dropout Prevention,320,Talent Search,None,342,Earned a high school diploma or GED,Completing school,,High school students,False,1800,900,900,,,,,,,0.49,,19,,0,,,True,,,Student
258,50847,Beginning Reading,370,"Read, Write & Type!",Auditory Discrimination in Depth Group,1562,Woodcock Reading Mastery Test (WRMT): Passage Comprehension subtest,Comprehension,,Grade 1,False,104,52,52,,,99.3,99.9,10.5,12.5,-0.05,-0.0515946412944423,-2,,0.799269328048454,,,False,,,Student
267,60197,Beginning Reading,7,Peer-Assisted Learning Strategies,One-on-one adult tutoring,183,Rapid letter naming,Alphabetics,End of year,Grade 1,False,41,21,20,,,48.24,45.03,17.11,19.19,0.17,0.173406520268523,7,,0.589390447609445,,,False,,,Student
273,60197,Beginning Reading,7,Peer-Assisted Learning Strategies,One-on-one adult tutoring,1170,Near-Transfer Fluency,Reading fluency,End of year,Grade 1,False,41,21,20,,,18.95,21.54,12.55,10.68,-0.22,-0.217520907005723,-9,,0.485428582977701,,,False,,,Student
284,50847,Beginning Reading,370,"Read, Write & Type!",Auditory Discrimination in Depth Group,228,Woodcock Reading Mastery Test (WRMT): Word Attack subtest,Alphabetics,,Grade 1,False,104,52,52,,,106.3,109.7,13.6,14,-0.24,-0.244535086584774,-9,,0.22383309165824,,,False,,,Student
324,51005,Character Education,208,Positive Action,Business as usual,52,Hawaii Content and Performance Standards test (HCPS): Reading (percentage reaching proficiency),Academic achievement,,Grade 5,False,2660,1330,1330,10,10,52,44,,,0.19,,8,,1.57340931083993E-06,,,True,,,Student
1,50931,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,596,Perceptions of social and resistance skills,"Knowledge, attitudes, & values",,Grades 9 - 12,False,200,100,100,,,4.07,3.73,0.56,0.67,0.56,0.54855948010502,21,,0.000104408527314082,,,True,,,Student
5,50931,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,595,Perceptions of parental negative attitudes towards substance use,"Knowledge, attitudes, & values",,Grades 9 - 12,False,200,100,100,,,3.76,3.33,0.72,0.86,0.55,0.54012324333627,21,,0.000137112106387671,,,True,,,Student
7,50931,Character Education,252,Too Good for Drugs and Violence (TGFD & V),Business as usual,576,Intentions for fighting (no intentions),"Knowledge, attitudes, & values",,Grades 9 - 12,False,128,64,64,,,,,,,0.47,,18,,0.00885333474327887,,,True,,,Student
17,50937,Character Education,251,Too Good for Drugs (TGFD),Business as usual,575,Intentions for drinking,"Knowledge, attitudes, & values",Follow-up,Grade 6,False,6,3,3,,,,,,,0.18,,7,,0.834236409535118,,,False,,,Student
